id,user_id,book_id,rating
493,6,560,3
494,6,342,5
495,6,244,5
496,6,30,3
497,6,689,4
498,6,161,4
499,6,34,4
500,6,906,3
501,6,309,3
502,6,648,5
503,6,486,5
504,6,727,5
505,6,804,5
506,6,780,4
507,6,91,5
508,6,116,5
509,6,540,4
510,6,732,4
511,6,506,3
512,6,807,4
513,6,986,3
514,6,915,3
515,6,678,4
516,6,592,3
517,6,230,3
518,6,157,5
519,6,348,5
520,6,964,3
521,6,464,1
522,6,676,3
523,6,688,5
524,6,308,5
525,6,411,3
526,6,227,5
527,6,911,3
528,6,109,3
529,6,494,5
530,6,591,3
531,6,368,3
532,6,120,3
533,6,340,4
534,6,521,5
535,6,518,5
536,6,557,2
537,6,829,3
538,6,3,5
539,6,152,3
540,6,313,5
541,6,2,4
542,6,371,3
543,6,528,5
544,6,410,3
545,6,265,3
546,6,922,4
547,6,806,4
548,6,919,4
549,6,976,4
550,6,831,5
551,6,460,5
552,6,655,4
553,6,666,2
554,6,210,4
555,6,357,5
556,6,275,3
557,6,490,4
558,6,39,3
559,6,153,2
560,6,184,4
561,6,224,3
562,6,825,5
563,6,425,5
564,6,360,5
565,6,343,3
566,6,174,3
567,6,123,4
568,6,876,5
569,6,499,4
570,6,972,5
571,6,823,3
572,6,376,5
573,6,454,2
574,6,890,3
575,6,930,4
576,6,889,2
577,6,185,2
578,6,141,1
579,6,200,3
580,6,392,5
581,7,309,3
582,7,936,3
583,7,798,4
584,7,397,3
585,7,136,5
586,7,288,5
587,7,477,2
588,7,83,3
589,7,515,3
590,7,512,4
591,7,190,3
592,7,7,5
593,7,859,5
594,7,316,5
595,7,965,4
596,7,209,5
597,7,745,2
598,7,720,3
599,7,565,3
600,7,898,5
601,7,439,4
602,7,679,5
603,7,200,3
604,7,759,5
605,7,250,4
606,7,424,4
607,7,765,5
608,7,796,3
609,7,219,3
610,7,311,4
611,7,502,3
612,7,350,3
613,7,732,3
614,7,941,3
615,7,384,5
616,7,176,4
617,7,43,3
618,7,115,3
619,7,441,3
620,7,960,4
621,7,678,5
622,7,651,5
623,7,387,3
624,7,621,3
625,7,710,4
626,7,134,4
627,7,157,4
628,7,32,4
629,7,830,4
630,7,251,3
631,7,730,3
632,7,180,3
633,7,294,2
634,7,963,3
635,7,243,4
636,7,860,3
637,7,385,3
638,7,551,4
639,7,25,5
640,7,933,3
641,7,170,5
642,7,553,5
643,7,61,4
644,7,469,4
645,7,693,2
646,7,962,5
647,7,156,3
648,7,60,5
649,7,41,4
650,7,510,1
651,7,370,2
652,7,87,4
653,7,940,4
654,7,392,1
655,7,191,4
656,7,325,5
657,7,610,4
658,7,687,4
659,7,922,1
660,7,600,5
661,7,597,3
662,7,638,5
663,7,711,3
664,7,449,4
665,8,579,5
666,8,460,5
667,8,616,5
668,8,809,5
669,8,401,3
670,8,935,5
671,8,903,4
672,8,574,4
673,8,576,5
674,8,508,5
675,8,135,4
676,8,493,4
677,8,897,4
678,8,479,3
679,8,458,3
680,8,995,3
681,8,406,2
682,8,848,2
683,8,557,5
684,8,96,3
685,8,161,5
686,8,676,4
687,8,114,2
688,8,214,3
689,8,454,3
690,8,780,5
691,8,124,3
692,8,799,4
693,8,24,5
694,8,869,5
695,8,355,3
696,8,569,2
697,8,249,3
698,8,709,2
699,8,276,3
700,8,716,4
701,8,67,5
702,8,607,4
703,8,916,4
704,8,894,3
705,8,898,5
706,8,619,4
707,8,519,5
708,8,123,5
709,8,111,3
710,8,739,2
711,8,849,3
712,8,295,3
713,8,224,5
714,8,657,3
715,8,695,5
716,8,684,4
717,8,446,3
718,8,65,3
719,8,825,4
720,8,232,4
721,8,72,3
722,8,148,3
723,8,545,4
724,8,368,3
725,8,498,5
726,8,767,3
727,8,353,3
728,8,611,4
729,8,112,4
730,8,495,4
731,8,372,3
732,8,766,5
733,8,140,4
734,8,139,4
735,8,872,3
736,8,40,2
737,8,926,4
738,8,425,3
739,8,176,4
740,8,536,2
741,8,189,5
742,8,954,4
743,8,959,5
744,8,199,4
745,8,796,2
746,8,457,5
747,9,344,3
748,9,105,4
749,9,69,5
750,9,571,3
751,9,203,3
752,9,547,5
753,9,274,3
754,9,434,3
755,9,312,3
756,9,466,3
757,9,694,5
758,9,771,5
759,9,601,3
760,9,392,5
761,9,579,3
762,9,529,1
763,9,162,4
764,9,846,5
765,9,974,2
766,9,721,3
767,9,442,4
768,9,576,5
769,9,744,2
770,9,236,3
771,9,698,4
772,9,174,3
773,9,611,3
774,9,106,3
775,9,180,3
776,9,803,4
777,9,181,5
778,9,838,4
779,9,773,4
780,9,339,5
781,9,231,3
782,9,695,3
783,9,841,5
784,9,706,3
785,9,384,4
786,9,315,5
787,9,573,2
788,9,146,4
789,9,108,3
790,9,168,3
791,9,726,4
792,9,376,3
793,9,277,5
794,9,585,5
795,9,809,5
796,9,349,3
797,9,570,3
798,9,273,3
799,9,265,3
800,9,241,5
801,9,471,3
802,9,256,3
803,9,122,5
804,9,767,3
805,9,687,2
806,9,124,3
807,9,42,4
808,9,917,5
809,9,299,3
810,9,801,5
811,9,424,5
812,9,492,5
813,9,535,3
814,9,358,2
815,9,971,5
816,9,735,3
817,9,268,4
818,9,343,5
819,9,465,3
820,9,503,5
821,9,176,5
822,9,371,4
823,9,677,3
824,9,239,5
825,9,691,4
826,9,94,4
827,9,185,5
828,9,719,4
829,9,757,3
830,9,143,3
831,9,699,3
832,9,375,4
833,9,187,4
834,9,1000,4
835,9,200,3
836,9,811,5
837,9,410,5
838,9,461,3
839,9,901,4
840,9,389,4
841,9,414,4
842,9,325,3
843,9,975,5
844,9,452,5
845,9,961,4
846,9,211,5
847,9,668,5
848,9,394,3
849,9,360,4
850,9,678,4
851,9,643,5
852,9,554,2
853,9,875,3
854,9,807,5
855,9,337,3
856,10,542,3
857,10,872,4
858,10,222,3
859,10,392,5
860,10,29,4
861,10,762,5
862,10,420,4
863,10,676,4
864,10,809,4
865,10,710,5
866,10,628,4
867,10,562,4
868,10,709,4
869,10,518,4
870,10,522,2
871,10,825,4
872,10,573,4
873,10,440,5
874,10,372,4
875,10,874,4
876,10,206,5
877,10,284,4
878,10,60,3
879,10,198,3
880,10,688,2
881,10,555,1
882,10,465,3
883,10,844,5
884,10,988,4
885,10,967,2
886,10,764,4
887,10,227,3
888,10,699,5
889,10,822,3
890,10,329,4
891,10,508,3
892,10,333,4
893,10,889,3
894,10,393,5
895,10,900,3
896,10,524,5
897,10,767,4
898,10,361,5
899,10,551,5
900,10,510,5
901,10,391,3
902,10,101,3
903,10,724,3
904,10,747,3
905,10,826,4
906,10,140,5
907,10,340,5
908,10,48,4
909,10,215,4
910,10,817,5
911,10,169,5
912,10,658,3
913,10,270,4
914,10,244,5
915,10,617,3
916,10,297,3
917,10,27,5
918,10,886,5
919,10,441,5
920,10,701,5
921,10,203,3
922,10,903,3
923,10,52,4
924,10,921,4
925,10,121,4
926,10,926,4
927,10,789,3
928,10,325,4
929,10,305,3
930,10,848,3
931,10,428,3
932,10,422,3
933,10,212,5
934,10,986,3
935,10,765,3
936,10,58,5
937,10,497,4
938,10,236,1
939,10,105,3
940,10,944,3
941,10,262,4
942,10,346,3
943,10,128,2
944,10,708,2
945,10,961,4
946,10,435,1
947,10,801,5
948,10,702,3
949,10,190,4
950,10,858,3
951,10,274,3
952,10,308,2
953,10,23,5
954,10,460,5
955,10,604,1
956,10,18,3
957,11,135,3
958,11,449,2
959,11,331,4
960,11,97,3
961,11,931,4
962,11,41,3
963,11,397,1
964,11,853,3
965,11,841,4
966,11,209,3
967,11,670,5
968,11,214,3
969,11,507,4
970,11,709,4
971,11,156,1
972,11,588,4
973,11,207,3
974,11,66,3
975,11,516,3
976,11,128,5
977,11,997,5
978,11,779,1
979,11,170,4
980,11,955,5
981,11,659,3
982,11,60,5
983,11,184,4
984,11,490,5
985,11,892,5
986,11,609,2
987,11,303,3
988,11,636,4
989,11,658,3
990,11,512,3
991,11,677,5
992,11,959,1
993,11,811,4
994,11,545,5
995,11,844,3
996,11,543,4
997,11,746,5
998,11,78,4
999,11,18,3
1000,11,438,2
1001,11,700,5
1002,11,614,3
1003,11,479,4
1004,11,452,2
1005,11,762,3
1006,11,930,5
1007,11,409,4
1008,11,136,5
1009,11,682,3
1010,11,598,4
1011,11,447,5
1012,11,504,3
1013,11,601,3
1014,11,663,5
1015,11,810,3
1016,11,546,4
1017,11,971,5
1018,11,421,3
1019,11,660,3
1020,11,592,2
1021,11,571,3
1022,11,497,3
1023,11,234,4
1024,11,549,3
1025,11,874,4
1026,11,43,3
1027,11,12,3
1028,11,80,3
1029,11,966,4
1030,11,795,4
1031,11,501,3
1032,11,824,5
1033,11,728,4
1034,11,154,3
1035,11,943,5
1036,11,232,3
1037,11,435,2
1038,11,416,4
1039,11,229,3
1040,11,869,3
1041,11,950,4
1042,11,334,3
1043,11,494,5
1044,11,793,5
1045,11,179,4
1046,11,189,4
1047,11,889,4
1048,11,326,5
1049,11,611,3
1050,11,817,3
1051,11,195,4
1052,11,44,4
1053,11,572,3
1054,11,193,4
1055,11,275,1
1056,11,969,5
1057,11,899,3
1058,11,731,2
1059,11,295,3
1060,11,927,3
1061,12,743,4
1062,12,840,5
1063,12,96,2
1064,12,839,3
1065,12,991,5
1066,12,295,5
1067,12,799,3
1068,12,730,3
1069,12,966,4
1070,12,750,3
1071,12,901,3
1072,12,303,5
1073,12,931,3
1074,12,868,4
1075,12,508,2
1076,12,963,2
1077,12,472,4
1078,12,188,3
1079,12,443,4
1080,12,328,2
1081,12,681,5
1082,12,210,4
1083,12,34,5
1084,12,694,3
1085,12,982,3
1086,12,321,3
1087,12,849,4
1088,12,24,3
1089,12,32,2
1090,12,835,3
1091,12,430,3
1092,12,972,3
1093,12,413,3
1094,12,390,3
1095,12,779,4
1096,12,185,3
1097,12,177,3
1098,12,704,4
1099,12,66,5
1100,12,30,3
1101,12,986,4
1102,12,650,5
1103,12,891,4
1104,12,924,5
1105,12,302,5
1106,12,250,2
1107,12,955,3
1108,12,961,4
1109,12,341,5
1110,12,315,4
1111,12,91,2
1112,12,36,4
1113,12,83,3
1114,12,49,5
1115,12,651,4
1116,12,384,4
1117,12,263,5
1118,12,738,4
1119,12,957,4
1120,12,347,5
1121,12,354,5
1122,12,783,5
1123,12,722,2
1124,12,130,4
1125,12,296,3
1126,12,473,5
1127,12,249,4
1128,12,876,3
1129,12,408,3
1130,12,559,3
1131,12,270,4
1132,12,268,3
1133,12,894,2
1134,12,499,5
1135,12,458,5
1136,12,116,3
1137,12,770,3
1138,12,42,5
1139,12,636,4
1140,12,312,4
1141,12,423,3
1142,12,162,3
1143,12,877,2
1144,12,271,4
1145,12,861,2
1146,12,65,1
1147,12,255,4
1148,12,731,5
1149,12,720,5
1150,12,749,4
1151,12,588,4
1152,12,454,3
1153,12,845,3
1154,13,150,2
1155,13,308,5
1156,13,991,3
1157,13,883,3
1158,13,499,5
1159,13,687,2
1160,13,915,5
1161,13,311,4
1162,13,893,2
1163,13,779,4
1164,13,791,4
1165,13,875,5
1166,13,67,5
1167,13,462,4
1168,13,752,4
1169,13,291,3
1170,13,983,4
1171,13,352,5
1172,13,570,4
1173,13,65,4
1174,13,944,3
1175,13,420,5
1176,13,28,5
1177,13,399,3
1178,13,3,3
1179,13,654,4
1180,13,566,4
1181,13,867,4
1182,13,778,2
1183,13,695,3
1184,13,164,4
1185,13,454,4
1186,13,876,4
1187,13,842,4
1188,13,114,4
1189,13,368,5
1190,13,533,4
1191,13,93,4
1192,13,405,4
1193,13,91,3
1194,13,824,3
1195,13,87,4
1196,13,74,5
1197,13,8,4
1198,13,125,2
1199,13,393,4
1200,13,743,3
1201,13,624,4
1202,13,690,5
1203,13,979,4
1204,13,721,4
1205,13,2,3
1206,13,200,3
1207,13,959,5
1208,13,261,4
1209,13,688,4
1210,13,544,3
1211,13,535,2
1212,13,484,3
1213,13,756,3
1214,13,159,3
1215,13,385,5
1216,13,319,4
1217,13,529,3
1218,13,353,3
1219,13,354,3
1220,13,250,5
1221,13,24,3
1222,13,55,5
1223,13,464,5
1224,13,539,3
1225,13,968,4
1226,13,25,5
1227,13,812,3
1228,13,554,2
1229,13,231,5
1230,13,278,5
1231,13,131,4
1232,13,271,4
1233,13,52,3
1234,13,466,5
1235,13,146,4
1236,13,134,2
1237,13,913,4
1238,13,163,5
1239,13,829,5
1240,13,262,3
1241,13,372,2
1242,13,699,5
1243,13,697,5
1244,13,669,4
1245,13,30,4
1246,13,542,4
1247,13,62,3
1248,13,195,3
1249,13,536,2
1250,13,563,3
1251,13,294,5
1252,13,75,3
1253,13,244,3
1254,13,804,4
1255,13,185,3
1256,13,974,3
1257,13,772,4
1258,13,836,3
1259,13,700,4
1260,13,786,5
1261,13,497,3
1262,13,347,5
1263,13,282,5
1264,13,71,5
1265,13,290,4
1266,14,447,5
1267,14,271,4
1268,14,608,4
1269,14,639,3
1270,14,614,4
1271,14,244,3
1272,14,470,5
1273,14,157,3
1274,14,924,4
1275,14,533,5
1276,14,739,4
1277,14,309,5
1278,14,539,3
1279,14,98,5
1280,14,898,4
1281,14,904,5
1282,14,302,4
1283,14,646,5
1284,14,259,5
1285,14,30,3
1286,14,227,5
1287,14,878,4
1288,14,467,4
1289,14,658,5
1290,14,869,3
1291,14,443,4
1292,14,240,3
1293,14,480,3
1294,14,415,5
1295,14,768,3
1296,14,521,3
1297,14,997,3
1298,14,26,4
1299,14,716,5
1300,14,624,5
1301,14,79,2
1302,14,464,4
1303,14,824,4
1304,14,712,4
1305,14,138,3
1306,14,1,3
1307,14,287,4
1308,14,853,4
1309,14,365,4
1310,14,131,4
1311,14,12,5
1312,14,576,4
1313,14,943,3
1314,14,499,5
1315,14,159,5
1316,14,511,3
1317,14,593,4
1318,14,314,3
1319,14,815,4
1320,14,477,3
1321,14,555,4
1322,14,782,3
1323,14,103,4
1324,14,591,5
1325,14,128,3
1326,14,44,5
1327,14,795,5
1328,14,369,5
1329,14,384,3
1330,14,313,5
1331,14,652,2
1332,14,276,3
1333,14,973,5
1334,14,629,4
1335,14,490,4
1336,14,232,3
1337,14,15,5
1338,14,299,4
1339,14,654,4
1340,14,251,5
1341,14,403,3
1342,14,691,3
1343,14,826,4
1344,14,585,5
1345,14,547,3
1346,14,112,3
1347,14,706,3
1348,14,24,5
1349,14,720,3
1350,14,41,4
1351,14,122,5
1352,14,381,1
1353,14,517,4
1354,14,740,4
1355,14,345,5
1356,14,468,3
1357,14,349,3
1358,14,16,3
1359,14,228,4
1360,14,835,5
1361,14,558,3
1362,14,162,3
1363,14,291,5
1364,14,463,1
1365,14,32,3
1366,14,575,4
1367,14,469,3
1368,15,351,4
1369,15,52,3
1370,15,348,3
1371,15,70,2
1372,15,102,5
1373,15,952,3
1374,15,911,3
1375,15,461,3
1376,15,498,3
1377,15,702,4
1378,15,821,3
1379,15,214,2
1380,15,76,5
1381,15,639,3
1382,15,487,3
1383,15,276,3
1384,15,771,5
1385,15,968,3
1386,15,48,5
1387,15,591,5
1388,15,151,4
1389,15,161,3
1390,15,257,4
1391,15,173,4
1392,15,716,3
1393,15,210,4
1394,15,472,3
1395,15,876,3
1396,15,908,3
1397,15,652,3
1398,15,292,3
1399,15,781,4
1400,15,158,5
1401,15,880,2
1402,15,722,4
1403,15,568,4
1404,15,85,1
1405,15,721,3
1406,15,919,3
1407,15,901,3
1408,15,436,3
1409,15,922,3
1410,15,332,4
1411,15,778,1
1412,15,661,3
1413,15,220,2
1414,15,26,4
1415,15,303,3
1416,15,215,4
1417,15,103,3
1418,15,586,1
1419,15,415,5
1420,15,535,3
1421,15,641,3
1422,15,538,3
1423,15,523,5
1424,15,481,4
1425,15,638,4
1426,15,33,5
1427,15,507,2
1428,15,134,5
1429,15,488,3
1430,15,196,4
1431,15,233,3
1432,15,101,3
1433,15,533,5
1434,15,31,3
1435,15,164,5
1436,15,739,3
1437,15,676,4
1438,15,245,5
1439,15,645,2
1440,15,217,5
1441,15,562,4
1442,15,635,4
1443,15,950,3
1444,15,382,4
1445,15,714,4
1446,15,54,4
1447,15,116,3
1448,15,751,3
1449,15,946,5
1450,15,92,2
1451,15,970,4
1452,15,314,5
1453,15,546,1
1454,15,791,3
1455,15,86,4
1456,15,829,2
1457,15,480,4
1458,15,429,4
1459,15,866,4
1460,15,499,3
1461,15,783,4
1462,15,854,4
1463,15,522,3
1464,15,96,4
1465,15,621,5
1466,15,762,4
1467,15,814,4
1468,15,191,3
1469,15,961,2
1470,16,885,4
1471,16,668,4
1472,16,582,3
1473,16,694,3
1474,16,991,3
1475,16,699,4
1476,16,588,3
1477,16,633,3
1478,16,561,5
1479,16,740,3
1480,16,546,3
1481,16,10,3
1482,16,376,3
1483,16,255,4
1484,16,946,3
1485,16,483,1
1486,16,158,5
1487,16,169,5
1488,16,849,4
1489,16,835,5
1490,16,877,5
1491,16,893,3
1492,16,150,4
1493,16,309,4
1494,16,782,3
1495,16,869,3
1496,16,318,3
1497,16,723,4
1498,16,242,5
1499,16,610,5
1500,16,594,3
1501,16,866,3
1502,16,60,4
1503,16,270,4
1504,16,786,5
1505,16,510,5
1506,16,241,5
1507,16,951,5
1508,16,908,5
1509,16,691,4
1510,16,741,2
1511,16,631,2
1512,16,187,3
1513,16,487,3
1514,16,902,3
1515,16,174,5
1516,16,486,3
1517,16,139,5
1518,16,721,5
1519,16,619,4
1520,16,974,4
1521,16,938,3
1522,16,181,4
1523,16,475,3
1524,16,217,5
1525,16,210,3
1526,16,94,3
1527,16,656,4
1528,16,591,4
1529,16,203,4
1530,16,918,4
1531,16,628,3
1532,16,595,4
1533,16,145,3
1534,16,729,3
1535,16,484,3
1536,16,301,3
1537,16,814,3
1538,16,916,4
1539,16,172,3
1540,16,97,3
1541,16,292,4
1542,16,236,3
1543,16,824,4
1544,16,846,5
1545,16,199,3
1546,16,19,5
1547,16,384,2
1548,16,542,2
1549,16,302,4
1550,16,65,5
1551,16,794,5
1552,16,136,2
1553,16,268,5
1554,16,11,3
1555,16,472,3
1556,16,847,3
1557,16,684,5
1558,16,135,2
1559,16,707,5
1560,16,844,4
1561,16,308,4
1562,16,888,4
1563,16,602,5
1564,16,728,3
1565,16,50,1
1566,16,106,4
1567,16,789,3
1568,16,190,3
1569,16,597,3
1570,16,230,3
1571,16,727,2
1572,16,117,2
1573,16,654,5
1574,16,428,3
1575,16,86,5
1576,16,554,5
1577,16,445,3
1578,16,249,4
1579,16,188,4
1580,16,123,4
1581,16,151,2
1582,16,804,3
1583,16,863,2
1584,16,540,4
1585,16,140,5
1586,16,113,4
1587,17,551,2
1588,17,969,2
1589,17,646,4
1590,17,672,2
1591,17,908,4
1592,17,670,3
1593,17,373,3
1594,17,748,3
1595,17,634,5
1596,17,534,5
1597,17,578,3
1598,17,147,5
1599,17,234,4
1600,17,620,4
1601,17,186,4
1602,17,872,4
1603,17,685,5
1604,17,708,4
1605,17,95,4
1606,17,546,3
1607,17,247,3
1608,17,971,4
1609,17,349,2
1610,17,150,3
1611,17,588,2
1612,17,209,3
1613,17,558,4
1614,17,581,4
1615,17,136,3
1616,17,439,2
1617,17,623,3
1618,17,897,3
1619,17,26,4
1620,17,137,4
1621,17,55,4
1622,17,460,4
1623,17,276,5
1624,17,274,5
1625,17,301,4
1626,17,729,4
1627,17,791,1
1628,17,471,5
1629,17,696,3
1630,17,513,3
1631,17,337,5
1632,17,207,4
1633,17,893,2
1634,17,521,2
1635,17,650,1
1636,17,800,4
1637,17,964,2
1638,17,314,5
1639,17,761,5
1640,17,884,4
1641,17,118,4
1642,17,786,3
1643,17,62,2
1644,17,931,4
1645,17,230,3
1646,17,138,2
1647,17,108,3
1648,17,528,1
1649,17,240,3
1650,17,5,4
1651,17,852,5
1652,17,621,4
1653,17,831,5
1654,17,4,3
1655,17,968,5
1656,17,682,4
1657,17,35,3
1658,17,91,5
1659,17,173,3
1660,17,739,1
1661,17,902,3
1662,17,724,3
1663,17,465,3
